#	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
1	1	0	0	1	0	0	1	1	1	1	0	0	4	0	0	1
2	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
3	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0
4	1	0	0	1	0	0	1	1	1	1	0	0	4	0	0	1
5	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
6	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
7	1	0	0	1	0	0	0	1	1	1	0	0	4	1	1	1
8	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0
9	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0
10	1	0	0	1	0	0	0	1	1	1	0	0	4	0	1	0
11	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
12	0	1	1	0	1	0	0	0	1	1	0	0	2	1	1	0
13	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0
14	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
15	0	0	1	0	0	1	1	0	0	0	0	0	4	0	0	0
16	0	0	1	0	0	1	1	0	0	0	0	0	6	0	0	0
17	0	1	1	0	1	0	1	0	1	1	0	0	2	1	0	0
18	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
19	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1
20	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1
21	0	1	1	0	1	0	0	0	1	1	0	0	2	1	1	0
22	0	1	1	0	1	1	0	0	1	1	0	0	2	1	0	0
23	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
24	0	1	1	0	1	0	0	0	1	1	0	0	2	1	0	1
25	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0
26	0	0	1	0	0	1	1	1	1	1	0	0	4	0	0	0
27	0	0	1	0	0	1	1	1	1	1	1	0	4	0	0	0
28	1	0	0	1	1	0	0	1	1	1	0	0	2	1	0	0
29	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
30	1	0	0	1	0	0	1	1	1	1	0	0	2	0	1	1
31	0	0	1	0	1	0	0	0	0	1	0	0	6	0	0	0
32	1	0	0	1	0	0	0	1	1	1	0	0	4	1	1	1
33	1	0	0	1	0	0	0	1	1	1	0	0	2	0	0	1
34	0	1	1	0	1	1	1	0	1	1	0	0	2	1	0	0
35	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0
36	1	0	0	1	0	0	0	1	1	1	0	0	4	1	1	0
37	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	0
38	0	1	1	0	1	0	1	0	1	1	0	0	2	1	0	0
39	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0
40	1	0	1	0	1	0	0	0	0	1	1	0	6	0	1	0
41	1	0	1	0	1	0	0	0	0	1	0	0	6	0	0	0
42	0	1	1	0	0	0	1	0	1	1	0	0	2	1	0	0
43	0	0	1	0	1	0	1	0	0	1	0	0	6	0	0	0
44	0	1	1	0	1	0	0	0	1	1	0	0	2	1	0	0
