#	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
1	0.208514414	0	0	0.208514414	0	0	0.208514414	0.208514414	0.208514414	0.208514414	0	0	0.834057656	0	0	0.208514414
2	0.208514414	0	0	0.208514414	0	0	0	0.208514414	0.208514414	0.208514414	0	0	0.834057656	0.208514414	0	0.208514414
3	0	0	0.377964473	0	0	0.377964473	0.377964473	0.377964473	0.377964473	0	0	0.377964473	0	0.377964473	0	0
4	0.208514414	0	0	0.208514414	0	0	0.208514414	0.208514414	0.208514414	0.208514414	0	0	0.834057656	0	0	0.208514414
5	0.204124145	0	0	0.204124145	0	0	0.204124145	0.204124145	0.204124145	0.204124145	0	0	0.816496581	0.204124145	0	0.204124145
6	0.208514414	0	0	0.208514414	0	0	0	0.208514414	0.208514414	0.208514414	0	0	0.834057656	0.208514414	0	0.208514414
7	0.204124145	0	0	0.204124145	0	0	0	0.204124145	0.204124145	0.204124145	0	0	0.816496581	0.204124145	0.204124145	0.204124145
8	0	0	0.377964473	0	0	0.377964473	0	0.377964473	0.377964473	0	0	0.377964473	0	0.377964473	0.377964473	0
9	0	0	0.377964473	0	0	0.377964473	0.377964473	0.377964473	0.377964473	0	0	0.377964473	0	0.377964473	0	0
10	0.213200716	0	0	0.213200716	0	0	0	0.213200716	0.213200716	0.213200716	0	0	0.852802865	0	0.213200716	0
