THRESHOLD NUMBER OF HITS =350
********             SOLID SEQUENCES                  ********
Sequence LI X =22 Y =34 HITS =1200
Sequence OV X =100 Y =43 HITS =705
Sequence VV X =26 Y =4 HITS =664
Sequence RV X =75 Y =8 HITS =1080
Sequence KC X =14 Y =32 HITS =624
Sequence CL X =60 Y =63 HITS =809
Sequence IU X =93 Y =91 HITS =392
Sequence UO X =70 Y =100 HITS =401
Sequence CN X =67 Y =52 HITS =813
Sequence NN X =7 Y =1 HITS =1282
Sequence NK X =40 Y =20 HITS =1103
Sequence WR X =68 Y =14 HITS =511
Sequence DI X =44 Y =57 HITS =430
Sequence AN X =72 Y =68 HITS =827
Sequence WS X =64 Y =1 HITS =548
Sequence ZZ X =18 Y =1 HITS =656
Sequence ZS X =100 Y =17 HITS =680
Sequence FN X =48 Y =31 HITS =442
Sequence ND X =1 Y =61 HITS =774
Sequence DL X =36 Y =39 HITS =693
Sequence LE X =17 Y =51 HITS =776
Sequence ER X =100 Y =79 HITS =786
Sequence VW X =41 Y =1 HITS =684
Sequence WW X =33 Y =1 HITS =407
Sequence NC X =1 Y =86 HITS =761
Sequence LL X =1 Y =1 HITS =3163
Sequence EB X =23 Y =43 HITS =365
Sequence MD X =7 Y =46 HITS =366
Sequence DE X =1 Y =11 HITS =443
Sequence KN X =50 Y =22 HITS =692
Sequence KR X =100 Y =65 HITS =494
Sequence ZQ X =91 Y =1 HITS =747
Sequence QH X =61 Y =75 HITS =615
Sequence HO X =74 Y =31 HITS =779
Sequence OW X =93 Y =42 HITS =362
Sequence SQ X =26 Y =15 HITS =384
Sequence VP X =100 Y =1 HITS =816
Sequence GA X =1 Y =38 HITS =627
Sequence UL X =61 Y =91 HITS =405
Sequence LA X =1 Y =77 HITS =511
Sequence VO X =62 Y =100 HITS =363
Sequence JU X =100 Y =100 HITS =2389
Sequence MB X =25 Y =90 HITS =452
Sequence BH X =25 Y =53 HITS =433
Sequence UQ X =52 Y =14 HITS =358
Sequence LB X =14 Y =81 HITS =673
Sequence BN X =56 Y =42 HITS =382
Sequence NH X =9 Y =54 HITS =670
Sequence HR X =100 Y =79 HITS =786
Sequence IQ X =86 Y =70 HITS =388
Sequence NJ X =18 Y =24 HITS =414
Sequence HD X =30 Y =60 HITS =402
********             LONG SEQUENCES                  ********
Sequence LL -> LI (LLI)  [COUNT 237]
Sequence NN -> ND (NND)  [COUNT 41]
Sequence LL -> LE (LLE)  [COUNT 127]
Sequence GA -> AN (GAN)  [COUNT 50]
Sequence RV -> VW (RVW)  [COUNT 51]
Sequence CL -> LI (CLI)  [COUNT 48]
Sequence LL -> LB (LLB)  [COUNT 95]
Sequence NN -> NK (NNK)  [COUNT 29]
Sequence AN -> NK (ANK)  [COUNT 236]
Sequence KN -> NN (KNN)  [COUNT 275]
Sequence KN -> NN -> NK (KNNK)  [COUNT 137]
Sequence ND -> DL (NDL)  [COUNT 115]
Sequence ND -> DL -> LE (NDLE)  [COUNT 82]
Sequence DL -> LE (DLE)  [COUNT 82]
Sequence NH -> HO (NHO)  [COUNT 101]
Sequence KC -> CL (KCL)  [COUNT 148]
Sequence KC -> CL -> LI (KCLI)  [COUNT 148]
Sequence ER -> RV (ERV)  [COUNT 41]
Sequence NN -> ND -> DL (NNDL)  [COUNT 21]
Sequence ND -> DL -> LE -> ER (NDLER)  [COUNT 78]
Sequence ND -> DL -> LE -> ER -> RV (NDLERV)  [COUNT 78]
Sequence ND -> DL -> LE -> ER -> RV -> VW (NDLERVW)  [COUNT 47]
Sequence DL -> LL (DLL)  [COUNT 21]
Sequence DL -> LL -> LB (DLLB)  [COUNT 21]
Sequence GA -> AN -> NH (GANH)  [COUNT 21]
Sequence DL -> LE -> ER (DLER)  [COUNT 79]
Sequence DL -> LE -> ER -> RV (DLERV)  [COUNT 63]
Sequence NN -> NH (NNH)  [COUNT 48]
Sequence DL -> LE -> ER -> RV -> VW (DLERVW)  [COUNT 32]
Sequence NC -> CL (NCL)  [COUNT 189]
Sequence NC -> CL -> LI (NCLI)  [COUNT 168]
Sequence LE -> ER (LER)  [COUNT 41]
Sequence LE -> ER -> RV (LERV)  [COUNT 21]
Sequence ZQ -> QH (ZQH)  [COUNT 54]
Sequence ZQ -> QH -> HO (ZQHO)  [COUNT 54]
Sequence QH -> HO (QHO)  [COUNT 81]
Sequence CN -> NH (CNH)  [COUNT 62]
Sequence CN -> NH -> HO (CNHO)  [COUNT 62]
Sequence KC -> CN (KCN)  [COUNT 121]
Sequence KC -> CN -> NN (KCNN)  [COUNT 121]
Sequence KC -> CN -> NN -> NK (KCNNK)  [COUNT 81]
Sequence CN -> NN (CNN)  [COUNT 121]
Sequence CN -> NN -> ND (CNND)  [COUNT 61]
Sequence NC -> CN (NCN)  [COUNT 140]
Sequence NC -> CN -> NN (NCNN)  [COUNT 140]
Sequence NC -> CN -> NN -> NK (NCNNK)  [COUNT 140]
Sequence ER -> RV -> VW (ERVW)  [COUNT 20]
Sequence CN -> NN -> ND -> DL (CNNDL)  [COUNT 40]
Sequence GA -> AN -> NC (GANC)  [COUNT 20]
Sequence CN -> NN -> NH (CNNH)  [COUNT 20]
Sequence ZQ -> QH -> HO -> OV (ZQHOV)  [COUNT 44]
Sequence NH -> HO -> OV (NHOV)  [COUNT 50]
Sequence ZQ -> QH -> HO -> OV -> VW (ZQHOVW)  [COUNT 2]
Sequence CN -> NH -> HO -> OV (CNHOV)  [COUNT 37]
Sequence CN -> NH -> HO -> OV -> VW (CNHOVW)  [COUNT 19]
Sequence NH -> HO -> OV -> VW (NHOVW)  [COUNT 17]
Sequence NH -> HO -> OV -> VW -> WS (NHOVWS)  [COUNT 17]
Sequence CN -> NH -> HO -> OV -> VW -> WS (CNHOVWS)  [COUNT 18]
Sequence ZZ -> ZS (ZZS)  [COUNT 120]
Sequence ZZ -> ZQ (ZZQ)  [COUNT 119]
Sequence ZZ -> ZQ -> QH (ZZQH)  [COUNT 68]
Sequence ZZ -> ZQ -> QH -> HO (ZZQHO)  [COUNT 68]
Sequence ZZ -> ZQ -> QH -> HO -> OV (ZZQHOV)  [COUNT 51]
Sequence ZZ -> ZQ -> QH -> HO -> OV -> VW (ZZQHOVW)  [COUNT 17]
Sequence DL -> LE -> ER -> RV -> VV (DLERVV)  [COUNT 21]
Sequence OV -> VV (OVV)  [COUNT 78]
Sequence CN -> NH -> HO -> OV -> VV (CNHOVV)  [COUNT 16]
Sequence ZZ -> ZQ -> QH -> HO -> OV -> VV (ZZQHOVV)  [COUNT 16]
Sequence ZQ -> QH -> HO -> OV -> VV (ZQHOVV)  [COUNT 32]
Sequence RV -> VV (RVV)  [COUNT 4]
Sequence DL -> LE -> ER -> RV -> VV -> VP (DLERVVP)  [COUNT 10]
Sequence ND -> DL -> LE -> ER -> RV -> VV (NDLERVV)  [COUNT 10]
Sequence NH -> HO -> OV -> VV (NHOVV)  [COUNT 27]
Sequence RV -> VV -> VP (RVVP)  [COUNT 3]
Sequence ER -> RV -> VV (ERVV)  [COUNT 15]
Sequence NC -> CN -> NN -> NK -> KR (NCNNKR)  [COUNT 71]
Sequence NC -> CN -> NN -> NK -> KR -> RV (NCNNKRV)  [COUNT 71]
Sequence KN -> NN -> NK -> KR (KNNKR)  [COUNT 44]
Sequence AN -> NK -> KR (ANKR)  [COUNT 8]
Sequence AN -> NK -> KR -> RV (ANKRV)  [COUNT 8]
